,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18696.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1
1,18694.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,2
2,18691.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,3
3,18684.0,12.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17,4
4,18674.0,20.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29,5
5,18664.0,25.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44,6
6,18647.0,34.0,15.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,71,7
7,18625.0,53.0,16.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,98,8
8,18593.0,70.0,29.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,147,9
9,18534.0,109.0,42.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,233,10
10,18453.0,162.0,62.0,10.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,350,11
11,18312.0,251.0,99.0,14.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,559,12
12,18119.0,390.0,132.0,21.0,35.0,0.0,3.0,0.0,0.0,0.0,0.0,828,13
13,17849.0,563.0,192.0,30.0,59.0,0.0,7.0,0.0,0.0,0.0,0.0,1236,14
14,17463.0,810.0,277.0,55.0,80.0,0.0,15.0,0.0,0.0,0.0,0.0,1823,15
15,16839.0,1242.0,410.0,68.0,118.0,1.0,22.0,0.0,0.0,0.0,0.0,2706,16
16,16020.0,1775.0,599.0,105.0,161.0,2.0,38.0,0.0,0.0,0.0,0.0,3925,17
17,14874.0,2515.0,860.0,143.0,237.0,2.0,67.0,2.0,0.0,0.0,0.0,5655,18
18,13368.0,3423.0,1235.0,220.0,358.0,4.0,89.0,3.0,0.0,0.0,0.0,8008,19
19,11575.0,4474.0,1697.0,312.0,508.0,4.0,126.0,4.0,0.0,0.0,0.0,10862,20
20,9518.0,5573.0,2263.0,437.0,718.0,5.0,181.0,5.0,0.0,0.0,0.0,14327,21
21,7255.0,6602.0,2982.0,599.0,992.0,8.0,256.0,6.0,0.0,0.0,0.0,18420,22
22,5117.0,7389.0,3640.0,817.0,1352.0,12.0,366.0,7.0,0.0,0.0,0.0,22719,23
23,3318.0,7688.0,4374.0,1052.0,1753.0,14.0,490.0,11.0,0.0,0.0,0.0,26919,24
24,1942.0,7525.0,4968.0,1384.0,2187.0,20.0,661.0,13.0,0.0,0.0,0.0,30960,25
25,1032.0,7000.0,5404.0,1707.0,2643.0,21.0,873.0,20.0,0.0,0.0,0.0,34531,26
26,520.0,6246.0,5576.0,2047.0,3162.0,22.0,1100.0,27.0,0.0,0.0,0.0,37645,27
27,247.0,5385.0,5620.0,2330.0,3657.0,27.0,1402.0,32.0,0.0,0.0,0.0,40459,28
28,102.0,4591.0,5465.0,2643.0,4081.0,35.0,1744.0,39.0,0.0,0.0,0.0,43001,29
29,36.0,3848.0,5257.0,2868.0,4458.0,45.0,2139.0,49.0,0.0,0.0,0.0,45318,30
30,18.0,3172.0,4958.0,3095.0,4804.0,43.0,2543.0,67.0,0.0,0.0,0.0,47461,31
31,5.0,2631.0,4574.0,3320.0,5076.0,47.0,2969.0,78.0,0.0,0.0,0.0,49419,32
32,2.0,2164.0,4227.0,3483.0,5270.0,43.0,3418.0,93.0,0.0,0.0,0.0,51185,33
33,1.0,1764.0,3831.0,3599.0,5433.0,43.0,3919.0,110.0,0.0,0.0,0.0,52920,34
34,1.0,1442.0,3479.0,3635.0,5565.0,50.0,4406.0,122.0,0.0,0.0,0.0,54434,35
35,0.0,1165.0,3104.0,3705.0,5624.0,54.0,4911.0,137.0,0.0,0.0,0.0,55905,36
36,0.0,927.0,2776.0,3722.0,5652.0,55.0,5415.0,153.0,0.0,0.0,0.0,57248,37
37,0.0,759.0,2452.0,3704.0,5662.0,52.0,5899.0,172.0,0.0,0.0,0.0,58428,38
38,0.0,615.0,2165.0,3649.0,5586.0,57.0,6436.0,192.0,0.0,0.0,0.0,59585,39
39,0.0,508.0,1875.0,3603.0,5537.0,55.0,6912.0,210.0,0.0,0.0,0.0,60600,40
40,0.0,428.0,1607.0,3530.0,5403.0,61.0,7446.0,225.0,0.0,0.0,0.0,61598,41
41,0.0,343.0,1405.0,3430.0,5303.0,67.0,7909.0,243.0,0.0,0.0,0.0,62475,42
42,0.0,281.0,1195.0,3333.0,5209.0,63.0,8358.0,261.0,0.0,0.0,0.0,63290,43
43,0.0,229.0,1038.0,3226.0,5020.0,57.0,8850.0,280.0,0.0,0.0,0.0,64077,44
44,0.0,192.0,876.0,3118.0,4852.0,50.0,9314.0,298.0,0.0,0.0,0.0,64809,45
45,0.0,147.0,776.0,3000.0,4685.0,50.0,9732.0,310.0,0.0,0.0,0.0,65441,46
46,0.0,115.0,658.0,2885.0,4502.0,56.0,10160.0,324.0,0.0,0.0,0.0,66085,47
47,0.0,94.0,569.0,2752.0,4330.0,52.0,10560.0,343.0,0.0,0.0,0.0,66651,48
48,0.0,76.0,490.0,2648.0,4131.0,53.0,10943.0,359.0,0.0,0.0,0.0,67182,49
49,0.0,63.0,421.0,2550.0,3930.0,39.0,11319.0,378.0,0.0,0.0,0.0,67678,50
50,0.0,54.0,359.0,2433.0,3758.0,43.0,11666.0,387.0,0.0,0.0,0.0,68129,51
51,0.0,45.0,304.0,2339.0,3602.0,41.0,11966.0,403.0,0.0,0.0,0.0,68532,52
52,0.0,36.0,246.0,2234.0,3440.0,43.0,12288.0,413.0,0.0,0.0,0.0,68953,53
53,0.0,29.0,204.0,2128.0,3251.0,38.0,12624.0,426.0,0.0,0.0,0.0,69367,54
54,0.0,23.0,178.0,2022.0,3098.0,40.0,12904.0,435.0,0.0,0.0,0.0,69706,55
55,0.0,16.0,153.0,1919.0,2959.0,36.0,13169.0,448.0,0.0,0.0,0.0,70033,56
56,0.0,13.0,118.0,1833.0,2833.0,37.0,13408.0,458.0,0.0,0.0,0.0,70334,57
57,0.0,11.0,96.0,1736.0,2681.0,46.0,13665.0,465.0,0.0,0.0,0.0,70640,58
58,0.0,11.0,80.0,1641.0,2544.0,41.0,13904.0,479.0,0.0,0.0,0.0,70918,59
59,0.0,10.0,63.0,1546.0,2426.0,37.0,14127.0,491.0,0.0,0.0,0.0,71180,60
60,0.0,6.0,53.0,1456.0,2301.0,37.0,14344.0,503.0,0.0,0.0,0.0,71439,61
61,0.0,5.0,45.0,1375.0,2155.0,32.0,14575.0,513.0,0.0,0.0,0.0,71695,62
62,0.0,5.0,37.0,1305.0,2048.0,31.0,14753.0,521.0,0.0,0.0,0.0,71896,63
63,0.0,4.0,32.0,1245.0,1932.0,27.0,14928.0,532.0,0.0,0.0,0.0,72096,64
64,0.0,3.0,26.0,1179.0,1829.0,24.0,15100.0,539.0,0.0,0.0,0.0,72287,65
65,0.0,3.0,21.0,1094.0,1731.0,24.0,15284.0,543.0,0.0,0.0,0.0,72484,66
66,0.0,3.0,19.0,1042.0,1636.0,20.0,15428.0,552.0,0.0,0.0,0.0,72644,67
