,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18696.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
1,18694.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2
2,18690.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,3
3,18688.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,4
4,18685.0,10.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18,5
5,18670.0,21.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,38,6
6,18662.0,27.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,48,7
7,18655.0,32.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,59,8
8,18636.0,42.0,15.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,89,9
9,18606.0,62.0,20.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,134,10
10,18564.0,95.0,26.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,188,11
11,18508.0,132.0,35.0,9.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,276,12
12,18413.0,201.0,52.0,9.0,17.0,1.0,7.0,0.0,0.0,0.0,0.0,409,13
13,18291.0,269.0,95.0,10.0,26.0,1.0,8.0,0.0,0.0,0.0,0.0,597,14
14,18103.0,393.0,139.0,17.0,36.0,1.0,11.0,0.0,0.0,0.0,0.0,872,15
15,17827.0,565.0,211.0,29.0,51.0,1.0,16.0,0.0,0.0,0.0,0.0,1289,16
16,17400.0,844.0,304.0,43.0,87.0,0.0,21.0,1.0,0.0,0.0,0.0,1925,17
17,16772.0,1279.0,429.0,69.0,125.0,0.0,25.0,1.0,0.0,0.0,0.0,2818,18
18,15936.0,1821.0,620.0,110.0,172.0,0.0,40.0,1.0,0.0,0.0,0.0,4066,19
19,14789.0,2531.0,917.0,160.0,239.0,0.0,63.0,1.0,0.0,0.0,0.0,5813,20
20,13240.0,3471.0,1313.0,220.0,360.0,1.0,94.0,1.0,0.0,0.0,0.0,8216,21
21,11317.0,4592.0,1794.0,338.0,525.0,2.0,131.0,1.0,0.0,0.0,0.0,11300,22
22,9157.0,5720.0,2401.0,502.0,738.0,4.0,177.0,1.0,0.0,0.0,0.0,14965,23
23,6872.0,6792.0,3078.0,684.0,997.0,1.0,272.0,4.0,0.0,0.0,0.0,19097,24
24,4796.0,7457.0,3804.0,913.0,1333.0,5.0,388.0,4.0,0.0,0.0,0.0,23389,25
25,3043.0,7673.0,4467.0,1190.0,1781.0,11.0,528.0,7.0,0.0,0.0,0.0,27705,26
26,1722.0,7552.0,4977.0,1457.0,2241.0,15.0,725.0,11.0,0.0,0.0,0.0,31610,27
27,876.0,6982.0,5382.0,1763.0,2726.0,19.0,934.0,18.0,0.0,0.0,0.0,35110,28
