,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18695.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1
1,18688.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2
2,18679.0,15.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24,3
3,18676.0,15.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31,4
4,18663.0,25.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48,5
5,18647.0,32.0,13.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,77,6
6,18614.0,55.0,21.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,122,7
7,18565.0,89.0,31.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,191,8
8,18491.0,134.0,51.0,7.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,304,9
9,18380.0,211.0,70.0,13.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,466,10
10,18193.0,346.0,106.0,20.0,28.0,0.0,7.0,0.0,0.0,0.0,0.0,724,11
11,17950.0,501.0,164.0,32.0,43.0,0.0,10.0,0.0,0.0,0.0,0.0,1088,12
12,17576.0,763.0,232.0,52.0,60.0,0.0,17.0,0.0,0.0,0.0,0.0,1625,13
13,17076.0,1078.0,351.0,74.0,98.0,0.0,23.0,0.0,0.0,0.0,0.0,2382,14
14,16346.0,1570.0,502.0,102.0,144.0,0.0,36.0,0.0,0.0,0.0,0.0,3450,15
15,15344.0,2195.0,756.0,148.0,205.0,0.0,52.0,0.0,0.0,0.0,0.0,4968,16
16,14020.0,3031.0,1079.0,204.0,289.0,1.0,76.0,0.0,0.0,0.0,0.0,6970,17
17,12386.0,3991.0,1537.0,273.0,401.0,0.0,111.0,1.0,0.0,0.0,0.0,9530,18
18,10366.0,5155.0,2058.0,380.0,588.0,1.0,151.0,1.0,0.0,0.0,0.0,12782,19
19,8051.0,6341.0,2756.0,534.0,804.0,7.0,204.0,3.0,0.0,0.0,0.0,16720,20
20,5852.0,7281.0,3415.0,728.0,1115.0,6.0,295.0,8.0,0.0,0.0,0.0,20878,21
21,3908.0,7742.0,4144.0,995.0,1504.0,6.0,393.0,8.0,0.0,0.0,0.0,25157,22
22,2371.0,7748.0,4787.0,1263.0,1969.0,12.0,540.0,10.0,0.0,0.0,0.0,29270,23
23,1308.0,7294.0,5252.0,1616.0,2471.0,15.0,732.0,12.0,0.0,0.0,0.0,33101,24
24,676.0,6611.0,5473.0,1942.0,2988.0,22.0,971.0,17.0,0.0,0.0,0.0,36399,25
25,325.0,5761.0,5573.0,2273.0,3469.0,29.0,1246.0,24.0,0.0,0.0,0.0,39348,26
26,136.0,4893.0,5531.0,2571.0,3909.0,31.0,1593.0,36.0,0.0,0.0,0.0,42066,27
27,67.0,4067.0,5435.0,2815.0,4278.0,28.0,1961.0,49.0,0.0,0.0,0.0,44412,28
28,30.0,3363.0,5125.0,3052.0,4669.0,37.0,2367.0,57.0,0.0,0.0,0.0,46672,29
29,11.0,2786.0,4693.0,3305.0,5000.0,37.0,2799.0,69.0,0.0,0.0,0.0,48771,30
30,5.0,2279.0,4355.0,3432.0,5238.0,37.0,3274.0,80.0,0.0,0.0,0.0,50638,31
31,2.0,1894.0,3925.0,3563.0,5402.0,44.0,3780.0,90.0,0.0,0.0,0.0,52380,32
32,2.0,1576.0,3535.0,3651.0,5520.0,62.0,4257.0,97.0,0.0,0.0,0.0,53915,33
33,1.0,1296.0,3189.0,3695.0,5561.0,60.0,4785.0,113.0,0.0,0.0,0.0,55382,34
34,0.0,1053.0,2844.0,3738.0,5581.0,59.0,5289.0,136.0,0.0,0.0,0.0,56766,35
35,0.0,883.0,2506.0,3767.0,5561.0,62.0,5770.0,151.0,0.0,0.0,0.0,57960,36
36,0.0,744.0,2195.0,3746.0,5520.0,60.0,6266.0,169.0,0.0,0.0,0.0,59080,37
37,0.0,600.0,1888.0,3701.0,5471.0,60.0,6793.0,187.0,0.0,0.0,0.0,60238,38
38,0.0,493.0,1660.0,3585.0,5399.0,70.0,7294.0,199.0,0.0,0.0,0.0,61215,39
39,0.0,404.0,1450.0,3524.0,5286.0,64.0,7757.0,215.0,0.0,0.0,0.0,62092,40
40,0.0,336.0,1249.0,3431.0,5180.0,67.0,8208.0,229.0,0.0,0.0,0.0,62912,41
41,0.0,284.0,1065.0,3331.0,5025.0,61.0,8688.0,246.0,0.0,0.0,0.0,63708,42
42,0.0,231.0,929.0,3233.0,4865.0,55.0,9118.0,269.0,0.0,0.0,0.0,64422,43
