,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18697.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
1,18693.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2
2,18692.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3
3,18688.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4
4,18681.0,12.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23,5
5,18676.0,13.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,6
6,18669.0,19.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41,7
7,18655.0,29.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61,8
8,18637.0,39.0,13.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,92,9
9,18606.0,63.0,18.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,133,10
10,18563.0,92.0,25.0,7.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,198,11
11,18493.0,136.0,40.0,9.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,306,12
12,18384.0,211.0,67.0,11.0,22.0,0.0,5.0,0.0,0.0,0.0,0.0,458,13
13,18227.0,317.0,103.0,15.0,31.0,0.0,7.0,0.0,0.0,0.0,0.0,683,14
14,17987.0,481.0,157.0,23.0,44.0,0.0,8.0,0.0,0.0,0.0,0.0,1022,15
15,17635.0,709.0,231.0,38.0,70.0,0.0,17.0,0.0,0.0,0.0,0.0,1557,16
16,17126.0,1063.0,336.0,64.0,92.0,0.0,19.0,0.0,0.0,0.0,0.0,2273,17
17,16417.0,1535.0,502.0,85.0,132.0,0.0,29.0,0.0,0.0,0.0,0.0,3300,18
18,15449.0,2135.0,764.0,131.0,179.0,1.0,41.0,0.0,0.0,0.0,0.0,4755,19
19,14141.0,2949.0,1068.0,194.0,285.0,0.0,62.0,1.0,0.0,0.0,0.0,6769,20
20,12493.0,3913.0,1499.0,273.0,411.0,0.0,110.0,1.0,0.0,0.0,0.0,9402,21
21,10466.0,5082.0,2028.0,387.0,586.0,2.0,148.0,1.0,0.0,0.0,0.0,12656,22
22,8279.0,6128.0,2669.0,587.0,821.0,3.0,212.0,1.0,0.0,0.0,0.0,16549,23
23,5980.0,7120.0,3372.0,788.0,1131.0,5.0,300.0,4.0,0.0,0.0,0.0,20855,24
24,3985.0,7607.0,4103.0,1035.0,1535.0,6.0,422.0,7.0,0.0,0.0,0.0,25265,25
25,2409.0,7694.0,4754.0,1278.0,1977.0,9.0,568.0,11.0,0.0,0.0,0.0,29325,26
26,1303.0,7311.0,5278.0,1560.0,2445.0,13.0,776.0,14.0,0.0,0.0,0.0,33104,27
27,624.0,6625.0,5615.0,1851.0,2932.0,13.0,1021.0,19.0,0.0,0.0,0.0,36431,28
28,289.0,5692.0,5770.0,2174.0,3408.0,16.0,1327.0,24.0,0.0,0.0,0.0,39466,29
29,136.0,4789.0,5717.0,2478.0,3854.0,21.0,1677.0,28.0,0.0,0.0,0.0,42147,30
30,57.0,3992.0,5471.0,2808.0,4272.0,21.0,2042.0,37.0,0.0,0.0,0.0,44607,31
31,20.0,3340.0,5138.0,3037.0,4663.0,20.0,2434.0,48.0,0.0,0.0,0.0,46769,32
32,10.0,2764.0,4750.0,3233.0,4977.0,30.0,2871.0,65.0,0.0,0.0,0.0,48821,33
33,3.0,2247.0,4391.0,3406.0,5196.0,40.0,3341.0,76.0,0.0,0.0,0.0,50737,34
34,1.0,1805.0,4018.0,3521.0,5382.0,48.0,3836.0,89.0,0.0,0.0,0.0,52529,35
35,0.0,1488.0,3600.0,3581.0,5517.0,53.0,4352.0,109.0,0.0,0.0,0.0,54147,36
36,0.0,1249.0,3173.0,3655.0,5611.0,53.0,4832.0,127.0,0.0,0.0,0.0,55570,37
37,0.0,1029.0,2777.0,3669.0,5651.0,57.0,5376.0,141.0,0.0,0.0,0.0,56983,38
38,0.0,864.0,2404.0,3652.0,5682.0,63.0,5878.0,157.0,0.0,0.0,0.0,58226,39
39,0.0,723.0,2103.0,3610.0,5629.0,68.0,6388.0,179.0,0.0,0.0,0.0,59368,40
40,0.0,581.0,1849.0,3578.0,5564.0,66.0,6859.0,203.0,0.0,0.0,0.0,60423,41
41,0.0,481.0,1608.0,3515.0,5472.0,62.0,7340.0,222.0,0.0,0.0,0.0,61381,42
42,0.0,407.0,1390.0,3433.0,5358.0,64.0,7811.0,237.0,0.0,0.0,0.0,62251,43
43,0.0,341.0,1205.0,3325.0,5240.0,65.0,8265.0,259.0,0.0,0.0,0.0,63068,44
44,0.0,285.0,1025.0,3238.0,5117.0,61.0,8691.0,283.0,0.0,0.0,0.0,63830,45
45,0.0,235.0,915.0,3099.0,4928.0,66.0,9155.0,302.0,0.0,0.0,0.0,64547,46
46,0.0,187.0,806.0,2982.0,4763.0,69.0,9574.0,319.0,0.0,0.0,0.0,65208,47
