,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18696.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
1,18696.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2
2,18694.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8,3
3,18693.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9,4
4,18693.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,11,5
5,18691.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,15,6
6,18690.0,3.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,18,7
7,18687.0,6.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,21,8
8,18684.0,7.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,26,9
9,18684.0,7.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,27,10
10,18682.0,7.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,31,11
11,18679.0,9.0,6.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,35,12
12,18670.0,14.0,7.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,51,13
13,18668.0,15.0,7.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,55,14
14,18657.0,21.0,8.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,75,15
15,18648.0,23.0,13.0,1.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,94,16
16,18637.0,27.0,15.0,5.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,119,17
17,18625.0,31.0,20.0,6.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,144,18
18,18608.0,45.0,17.0,8.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,170,19
19,18592.0,56.0,15.0,9.0,15.0,0.0,13.0,0.0,0.0,0.0,0.0,204,20
20,18577.0,63.0,23.0,9.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,228,21
21,18550.0,72.0,31.0,13.0,20.0,0.0,14.0,0.0,0.0,0.0,0.0,283,22
22,18528.0,79.0,36.0,15.0,25.0,0.0,17.0,0.0,0.0,0.0,0.0,333,23
23,18493.0,97.0,41.0,18.0,30.0,0.0,21.0,0.0,0.0,0.0,0.0,401,24
24,18458.0,105.0,62.0,19.0,32.0,1.0,23.0,0.0,0.0,0.0,0.0,472,25
25,18412.0,122.0,79.0,25.0,35.0,1.0,26.0,0.0,0.0,0.0,0.0,562,26
26,18351.0,151.0,96.0,31.0,39.0,1.0,31.0,0.0,0.0,0.0,0.0,675,27
27,18283.0,184.0,112.0,40.0,45.0,0.0,35.0,1.0,0.0,0.0,0.0,802,28
28,18216.0,224.0,123.0,43.0,54.0,0.0,39.0,1.0,0.0,0.0,0.0,916,29
29,18129.0,264.0,139.0,54.0,65.0,0.0,48.0,1.0,0.0,0.0,0.0,1090,30
30,18033.0,300.0,172.0,66.0,70.0,1.0,57.0,1.0,0.0,0.0,0.0,1283,31
31,17897.0,372.0,199.0,78.0,87.0,0.0,65.0,2.0,0.0,0.0,0.0,1529,32
32,17788.0,401.0,230.0,92.0,113.0,0.0,74.0,2.0,0.0,0.0,0.0,1776,33
33,17629.0,478.0,265.0,111.0,133.0,1.0,81.0,2.0,0.0,0.0,0.0,2072,34
34,17446.0,568.0,307.0,126.0,156.0,0.0,95.0,2.0,0.0,0.0,0.0,2413,35
35,17204.0,679.0,359.0,148.0,192.0,1.0,115.0,2.0,0.0,0.0,0.0,2886,36
36,16938.0,770.0,450.0,171.0,223.0,2.0,144.0,2.0,0.0,0.0,0.0,3441,37
37,16639.0,913.0,503.0,194.0,266.0,4.0,179.0,2.0,0.0,0.0,0.0,4036,38
38,16310.0,1066.0,566.0,219.0,321.0,5.0,211.0,2.0,0.0,0.0,0.0,4688,39
39,15922.0,1234.0,643.0,273.0,376.0,5.0,245.0,2.0,0.0,0.0,0.0,5473,40
40,15491.0,1403.0,769.0,316.0,432.0,7.0,280.0,2.0,0.0,0.0,0.0,6339,41
41,14987.0,1624.0,873.0,368.0,517.0,4.0,321.0,6.0,0.0,0.0,0.0,7351,42
42,14423.0,1854.0,1012.0,412.0,607.0,3.0,382.0,7.0,0.0,0.0,0.0,8507,43
43,13833.0,2039.0,1212.0,472.0,694.0,7.0,435.0,8.0,0.0,0.0,0.0,9766,44
44,13130.0,2313.0,1372.0,549.0,813.0,10.0,504.0,9.0,0.0,0.0,0.0,11241,45
45,12398.0,2561.0,1581.0,621.0,940.0,9.0,577.0,13.0,0.0,0.0,0.0,12812,46
46,11570.0,2877.0,1772.0,701.0,1077.0,8.0,678.0,17.0,0.0,0.0,0.0,14581,47
47,10721.0,3161.0,1980.0,794.0,1243.0,9.0,772.0,20.0,0.0,0.0,0.0,16453,48
48,9808.0,3409.0,2259.0,904.0,1400.0,11.0,886.0,23.0,0.0,0.0,0.0,18539,49
49,8894.0,3621.0,2508.0,1046.0,1570.0,11.0,1022.0,28.0,0.0,0.0,0.0,20754,50
50,7948.0,3847.0,2696.0,1200.0,1798.0,13.0,1168.0,30.0,0.0,0.0,0.0,23105,51
51,7042.0,3963.0,2951.0,1331.0,2029.0,19.0,1333.0,32.0,0.0,0.0,0.0,25512,52
52,6142.0,4066.0,3167.0,1446.0,2283.0,18.0,1538.0,40.0,0.0,0.0,0.0,28010,53
53,5303.0,4114.0,3337.0,1597.0,2524.0,18.0,1763.0,44.0,0.0,0.0,0.0,30494,54
54,4537.0,4091.0,3440.0,1760.0,2798.0,22.0,2002.0,50.0,0.0,0.0,0.0,32990,55
55,3860.0,3990.0,3555.0,1910.0,3045.0,27.0,2258.0,55.0,0.0,0.0,0.0,35379,56
56,3243.0,3873.0,3561.0,2079.0,3294.0,22.0,2560.0,68.0,0.0,0.0,0.0,37781,57
57,2711.0,3647.0,3632.0,2249.0,3485.0,18.0,2879.0,79.0,0.0,0.0,0.0,40095,58
58,2222.0,3405.0,3651.0,2403.0,3725.0,22.0,3187.0,85.0,0.0,0.0,0.0,42352,59
59,1795.0,3159.0,3613.0,2533.0,3941.0,26.0,3537.0,96.0,0.0,0.0,0.0,44540,60
60,1459.0,2902.0,3473.0,2716.0,4115.0,32.0,3898.0,105.0,0.0,0.0,0.0,46587,61
61,1191.0,2640.0,3348.0,2819.0,4243.0,33.0,4314.0,112.0,0.0,0.0,0.0,48471,62
62,970.0,2384.0,3181.0,2909.0,4378.0,38.0,4716.0,124.0,0.0,0.0,0.0,50246,63
63,779.0,2132.0,3034.0,2953.0,4519.0,38.0,5104.0,141.0,0.0,0.0,0.0,51893,64
64,627.0,1941.0,2786.0,3032.0,4602.0,38.0,5516.0,158.0,0.0,0.0,0.0,53425,65
65,516.0,1714.0,2584.0,3055.0,4690.0,36.0,5934.0,171.0,0.0,0.0,0.0,54856,66
66,409.0,1503.0,2384.0,3093.0,4727.0,46.0,6357.0,181.0,0.0,0.0,0.0,56253,67
67,332.0,1293.0,2214.0,3096.0,4718.0,49.0,6803.0,195.0,0.0,0.0,0.0,57551,68
68,280.0,1088.0,2065.0,3074.0,4682.0,47.0,7254.0,210.0,0.0,0.0,0.0,58747,69
69,224.0,951.0,1899.0,3037.0,4630.0,46.0,7687.0,226.0,0.0,0.0,0.0,59820,70
70,181.0,818.0,1714.0,3043.0,4603.0,44.0,8060.0,237.0,0.0,0.0,0.0,60794,71
71,156.0,691.0,1560.0,3005.0,4530.0,47.0,8461.0,250.0,0.0,0.0,0.0,61708,72
72,134.0,592.0,1393.0,2957.0,4451.0,58.0,8855.0,260.0,0.0,0.0,0.0,62564,73
73,105.0,515.0,1244.0,2907.0,4371.0,54.0,9226.0,278.0,0.0,0.0,0.0,63357,74
74,86.0,444.0,1120.0,2829.0,4250.0,55.0,9627.0,289.0,0.0,0.0,0.0,64104,75
75,79.0,371.0,996.0,2763.0,4136.0,52.0,10004.0,299.0,0.0,0.0,0.0,64790,76
76,66.0,310.0,899.0,2669.0,4009.0,53.0,10378.0,316.0,0.0,0.0,0.0,65457,77
77,56.0,260.0,801.0,2600.0,3892.0,53.0,10709.0,329.0,0.0,0.0,0.0,66043,78
78,49.0,225.0,685.0,2518.0,3761.0,46.0,11068.0,348.0,0.0,0.0,0.0,66640,79
79,43.0,191.0,606.0,2421.0,3641.0,42.0,11395.0,361.0,0.0,0.0,0.0,67154,80
80,36.0,170.0,517.0,2312.0,3543.0,41.0,11706.0,375.0,0.0,0.0,0.0,67644,81
81,31.0,147.0,445.0,2222.0,3413.0,37.0,12017.0,388.0,0.0,0.0,0.0,68112,82
82,25.0,127.0,378.0,2136.0,3308.0,34.0,12289.0,403.0,0.0,0.0,0.0,68536,83
83,20.0,112.0,337.0,2032.0,3168.0,39.0,12584.0,408.0,0.0,0.0,0.0,68933,84
84,18.0,95.0,292.0,1953.0,3016.0,33.0,12871.0,422.0,0.0,0.0,0.0,69327,85
85,17.0,77.0,257.0,1848.0,2896.0,33.0,13140.0,432.0,0.0,0.0,0.0,69691,86
86,17.0,65.0,225.0,1767.0,2771.0,27.0,13383.0,445.0,0.0,0.0,0.0,70010,87
87,14.0,62.0,185.0,1680.0,2658.0,29.0,13618.0,454.0,0.0,0.0,0.0,70320,88
88,12.0,57.0,156.0,1593.0,2522.0,27.0,13873.0,460.0,0.0,0.0,0.0,70631,89
89,12.0,45.0,141.0,1514.0,2400.0,22.0,14093.0,473.0,0.0,0.0,0.0,70912,90
90,12.0,36.0,129.0,1428.0,2291.0,20.0,14299.0,485.0,0.0,0.0,0.0,71170,91
91,11.0,26.0,116.0,1364.0,2183.0,20.0,14492.0,488.0,0.0,0.0,0.0,71405,92
92,11.0,23.0,100.0,1297.0,2070.0,22.0,14685.0,492.0,0.0,0.0,0.0,71630,93
93,10.0,23.0,82.0,1225.0,1949.0,23.0,14888.0,500.0,0.0,0.0,0.0,71872,94
94,10.0,16.0,75.0,1166.0,1841.0,18.0,15065.0,509.0,0.0,0.0,0.0,72083,95
