,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18696.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
1,18695.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2
2,18694.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3
3,18692.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4
4,18692.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5
5,18690.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,6
6,18685.0,8.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19,7
7,18678.0,13.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29,8
8,18673.0,17.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,37,9
9,18667.0,19.0,7.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,51,10
10,18659.0,24.0,10.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,62,11
11,18648.0,30.0,13.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,80,12
12,18640.0,33.0,16.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,95,13
13,18630.0,38.0,18.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,113,14
14,18606.0,53.0,21.0,10.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,153,15
15,18580.0,65.0,33.0,10.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,195,16
16,18546.0,83.0,38.0,13.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,257,17
17,18495.0,116.0,50.0,16.0,17.0,0.0,6.0,0.0,0.0,0.0,0.0,333,18
18,18449.0,140.0,59.0,22.0,23.0,0.0,7.0,0.0,0.0,0.0,0.0,415,19
19,18382.0,184.0,71.0,27.0,21.0,0.0,15.0,0.0,0.0,0.0,0.0,524,20
