,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18696.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
1,18694.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2
2,18693.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3
3,18691.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4
4,18689.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,5
5,18688.0,6.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16,6
6,18685.0,5.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23,7
7,18681.0,8.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,30,8
8,18672.0,14.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,42,9
9,18665.0,20.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,51,10
10,18656.0,20.0,17.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,71,11
11,18640.0,29.0,18.0,5.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,100,12
12,18626.0,36.0,22.0,6.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,124,13
13,18610.0,46.0,24.0,8.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,150,14
14,18581.0,63.0,30.0,12.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,197,15
15,18540.0,99.0,25.0,16.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,253,16
16,18501.0,114.0,44.0,19.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,322,17
17,18449.0,147.0,52.0,21.0,27.0,0.0,4.0,0.0,0.0,0.0,0.0,405,18
