,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18696.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
1,18696.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2
2,18693.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,3
3,18692.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,4
4,18689.0,6.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14,5
5,18683.0,9.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24,6
6,18679.0,11.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,32,7
7,18671.0,19.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,40,8
8,18666.0,20.0,7.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,50,9
9,18663.0,19.0,9.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,59,10
10,18648.0,29.0,13.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,80,11
11,18634.0,36.0,17.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,105,12
12,18615.0,50.0,15.0,9.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,137,13
13,18591.0,61.0,27.0,10.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,176,14
14,18556.0,79.0,34.0,12.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,239,15
15,18517.0,97.0,47.0,14.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,308,16
16,18456.0,133.0,62.0,16.0,23.0,0.0,10.0,0.0,0.0,0.0,0.0,408,17
17,18389.0,175.0,74.0,21.0,30.0,0.0,11.0,0.0,0.0,0.0,0.0,514,18
18,18297.0,221.0,105.0,25.0,39.0,0.0,13.0,0.0,0.0,0.0,0.0,669,19
19,18168.0,297.0,136.0,32.0,51.0,0.0,16.0,0.0,0.0,0.0,0.0,876,20
20,18017.0,384.0,172.0,37.0,68.0,0.0,22.0,0.0,0.0,0.0,0.0,1125,21
21,17840.0,477.0,220.0,46.0,91.0,0.0,26.0,0.0,0.0,0.0,0.0,1426,22
22,17613.0,603.0,275.0,68.0,106.0,0.0,35.0,0.0,0.0,0.0,0.0,1809,23
23,17276.0,800.0,353.0,94.0,134.0,0.0,43.0,0.0,0.0,0.0,0.0,2356,24
24,16875.0,1018.0,451.0,115.0,180.0,0.0,61.0,0.0,0.0,0.0,0.0,3043,25
25,16394.0,1261.0,588.0,146.0,231.0,0.0,79.0,1.0,0.0,0.0,0.0,3883,26
26,15824.0,1544.0,750.0,204.0,280.0,1.0,96.0,1.0,0.0,0.0,0.0,4883,27
27,15044.0,1971.0,940.0,265.0,354.0,2.0,122.0,2.0,0.0,0.0,0.0,6208,28
28,14185.0,2401.0,1163.0,336.0,459.0,3.0,150.0,3.0,0.0,0.0,0.0,7733,29
29,13114.0,2954.0,1436.0,407.0,576.0,4.0,206.0,3.0,0.0,0.0,0.0,9624,30
30,11919.0,3483.0,1799.0,512.0,719.0,5.0,259.0,4.0,0.0,0.0,0.0,11844,31
31,10625.0,4048.0,2140.0,643.0,894.0,6.0,339.0,5.0,0.0,0.0,0.0,14338,32
