,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18693.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
1,18692.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2
2,18690.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3
3,18687.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4
4,18682.0,13.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5
5,18677.0,14.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31,6
6,18669.0,17.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,45,7
7,18658.0,23.0,11.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,64,8
8,18645.0,29.0,16.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,86,9
9,18630.0,30.0,30.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,115,10
10,18598.0,49.0,39.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,165,11
11,18565.0,70.0,42.0,5.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,222,12
12,18521.0,99.0,50.0,8.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,289,13
13,18461.0,137.0,69.0,8.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,378,14
14,18401.0,175.0,77.0,16.0,21.0,0.0,10.0,0.0,0.0,0.0,0.0,474,15
15,18331.0,210.0,90.0,19.0,37.0,0.0,13.0,0.0,0.0,0.0,0.0,604,16
16,18220.0,269.0,118.0,26.0,53.0,0.0,14.0,0.0,0.0,0.0,0.0,792,17
17,18080.0,359.0,144.0,39.0,62.0,0.0,16.0,0.0,0.0,0.0,0.0,1008,18
18,17905.0,452.0,187.0,53.0,84.0,0.0,19.0,0.0,0.0,0.0,0.0,1307,19
19,17691.0,583.0,231.0,64.0,102.0,1.0,28.0,0.0,0.0,0.0,0.0,1653,20
20,17391.0,749.0,313.0,85.0,119.0,2.0,41.0,0.0,0.0,0.0,0.0,2153,21
21,17061.0,905.0,434.0,96.0,146.0,2.0,56.0,0.0,0.0,0.0,0.0,2725,22
22,16654.0,1135.0,519.0,127.0,188.0,3.0,74.0,0.0,0.0,0.0,0.0,3420,23
23,16093.0,1462.0,638.0,159.0,249.0,3.0,95.0,1.0,0.0,0.0,0.0,4353,24
24,15448.0,1817.0,776.0,213.0,321.0,5.0,119.0,1.0,0.0,0.0,0.0,5466,25
25,14657.0,2191.0,1026.0,263.0,410.0,6.0,146.0,1.0,0.0,0.0,0.0,6869,26
26,13767.0,2618.0,1286.0,338.0,494.0,4.0,189.0,4.0,0.0,0.0,0.0,8472,27
27,12672.0,3173.0,1528.0,427.0,640.0,9.0,245.0,6.0,0.0,0.0,0.0,10470,28
