,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18697.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
1,18696.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2
2,18694.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3
3,18693.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4
4,18688.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,5
5,18678.0,17.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,6
6,18673.0,19.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35,7
7,18664.0,25.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,49,8
8,18656.0,28.0,10.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,65,9
9,18640.0,37.0,16.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,89,10
10,18603.0,63.0,25.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,139,11
11,18551.0,98.0,36.0,5.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,215,12
12,18471.0,147.0,58.0,6.0,12.0,1.0,5.0,0.0,0.0,0.0,0.0,338,13
13,18363.0,219.0,81.0,8.0,23.0,0.0,5.0,1.0,0.0,0.0,0.0,496,14
14,18185.0,339.0,116.0,14.0,38.0,0.0,7.0,1.0,0.0,0.0,0.0,757,15
15,17953.0,492.0,169.0,22.0,51.0,0.0,12.0,1.0,0.0,0.0,0.0,1099,16
16,17583.0,745.0,244.0,41.0,70.0,0.0,16.0,1.0,0.0,0.0,0.0,1632,17
17,17067.0,1081.0,369.0,57.0,103.0,0.0,22.0,1.0,0.0,0.0,0.0,2389,18
18,16300.0,1585.0,545.0,93.0,148.0,0.0,28.0,1.0,0.0,0.0,0.0,3512,19
19,15239.0,2243.0,834.0,129.0,216.0,0.0,37.0,2.0,0.0,0.0,0.0,5101,20
20,13808.0,3165.0,1153.0,190.0,318.0,1.0,63.0,2.0,0.0,0.0,0.0,7258,21
21,12117.0,4140.0,1601.0,287.0,461.0,0.0,90.0,4.0,0.0,0.0,0.0,9963,22
22,10047.0,5262.0,2215.0,396.0,645.0,4.0,127.0,4.0,0.0,0.0,0.0,13356,23
23,7728.0,6450.0,2848.0,564.0,901.0,3.0,200.0,6.0,0.0,0.0,0.0,17380,24
24,5458.0,7373.0,3551.0,781.0,1231.0,5.0,293.0,8.0,0.0,0.0,0.0,21740,25
25,3572.0,7739.0,4259.0,1055.0,1655.0,6.0,404.0,10.0,0.0,0.0,0.0,26074,26
26,2141.0,7655.0,4828.0,1350.0,2137.0,7.0,568.0,14.0,0.0,0.0,0.0,30139,27
27,1161.0,7149.0,5323.0,1681.0,2581.0,14.0,775.0,16.0,0.0,0.0,0.0,33814,28
28,582.0,6402.0,5617.0,1988.0,3054.0,22.0,1015.0,20.0,0.0,0.0,0.0,37007,29
29,283.0,5524.0,5669.0,2319.0,3553.0,39.0,1287.0,26.0,0.0,0.0,0.0,39909,30
30,130.0,4678.0,5568.0,2610.0,3998.0,46.0,1633.0,37.0,0.0,0.0,0.0,42536,31
31,56.0,3930.0,5374.0,2837.0,4408.0,53.0,1994.0,48.0,0.0,0.0,0.0,44838,32
32,23.0,3252.0,5115.0,3093.0,4709.0,48.0,2394.0,66.0,0.0,0.0,0.0,46984,33
33,5.0,2645.0,4827.0,3284.0,4947.0,54.0,2860.0,78.0,0.0,0.0,0.0,49037,34
34,1.0,2175.0,4361.0,3443.0,5224.0,61.0,3338.0,97.0,0.0,0.0,0.0,50979,35
35,1.0,1795.0,3922.0,3553.0,5430.0,74.0,3817.0,108.0,0.0,0.0,0.0,52692,36
36,0.0,1487.0,3494.0,3602.0,5636.0,73.0,4278.0,130.0,0.0,0.0,0.0,54244,37
37,0.0,1260.0,3043.0,3619.0,5717.0,68.0,4841.0,152.0,0.0,0.0,0.0,55753,38
38,0.0,1035.0,2714.0,3617.0,5743.0,75.0,5352.0,164.0,0.0,0.0,0.0,57075,39
39,0.0,826.0,2410.0,3613.0,5762.0,67.0,5833.0,189.0,0.0,0.0,0.0,58323,40
40,0.0,680.0,2112.0,3594.0,5688.0,72.0,6342.0,212.0,0.0,0.0,0.0,59474,41
41,0.0,543.0,1842.0,3580.0,5609.0,62.0,6831.0,233.0,0.0,0.0,0.0,60539,42
42,0.0,455.0,1553.0,3529.0,5524.0,63.0,7323.0,253.0,0.0,0.0,0.0,61538,43
43,0.0,387.0,1352.0,3423.0,5349.0,58.0,7858.0,273.0,0.0,0.0,0.0,62446,44
44,0.0,314.0,1172.0,3316.0,5198.0,56.0,8346.0,298.0,0.0,0.0,0.0,63308,45
45,0.0,262.0,1013.0,3205.0,5051.0,58.0,8793.0,318.0,0.0,0.0,0.0,64060,46
46,0.0,225.0,866.0,3074.0,4850.0,52.0,9294.0,339.0,0.0,0.0,0.0,64819,47
47,0.0,173.0,760.0,2952.0,4681.0,51.0,9734.0,349.0,0.0,0.0,0.0,65489,48
48,0.0,141.0,661.0,2845.0,4507.0,45.0,10134.0,367.0,0.0,0.0,0.0,66082,49
49,0.0,121.0,565.0,2752.0,4310.0,40.0,10530.0,382.0,0.0,0.0,0.0,66640,50
50,0.0,102.0,481.0,2630.0,4130.0,38.0,10923.0,396.0,0.0,0.0,0.0,67182,51
51,0.0,75.0,426.0,2497.0,3925.0,44.0,11326.0,407.0,0.0,0.0,0.0,67722,52
52,0.0,60.0,364.0,2378.0,3747.0,39.0,11690.0,422.0,0.0,0.0,0.0,68203,53
53,0.0,49.0,312.0,2273.0,3592.0,34.0,12009.0,431.0,0.0,0.0,0.0,68610,54
54,0.0,40.0,263.0,2179.0,3433.0,36.0,12308.0,441.0,0.0,0.0,0.0,68998,55
55,0.0,31.0,222.0,2069.0,3255.0,32.0,12634.0,457.0,0.0,0.0,0.0,69412,56
56,0.0,24.0,192.0,1996.0,3102.0,29.0,12886.0,471.0,0.0,0.0,0.0,69733,57
57,0.0,20.0,163.0,1896.0,2941.0,23.0,13175.0,482.0,0.0,0.0,0.0,70076,58
58,0.0,14.0,140.0,1811.0,2813.0,24.0,13412.0,486.0,0.0,0.0,0.0,70357,59
59,0.0,11.0,117.0,1707.0,2661.0,26.0,13687.0,491.0,0.0,0.0,0.0,70674,60
60,0.0,7.0,104.0,1616.0,2525.0,28.0,13923.0,497.0,0.0,0.0,0.0,70947,61
61,0.0,4.0,86.0,1528.0,2414.0,23.0,14138.0,507.0,0.0,0.0,0.0,71201,62
62,0.0,4.0,70.0,1438.0,2301.0,29.0,14343.0,515.0,0.0,0.0,0.0,71444,63
63,0.0,3.0,51.0,1361.0,2214.0,32.0,14517.0,522.0,0.0,0.0,0.0,71656,64
64,0.0,3.0,40.0,1293.0,2073.0,23.0,14733.0,535.0,0.0,0.0,0.0,71900,65
65,0.0,2.0,31.0,1222.0,1968.0,23.0,14915.0,539.0,0.0,0.0,0.0,72101,66
66,0.0,2.0,27.0,1165.0,1863.0,18.0,15079.0,546.0,0.0,0.0,0.0,72278,67
67,0.0,2.0,22.0,1093.0,1774.0,18.0,15239.0,552.0,0.0,0.0,0.0,72455,68
68,0.0,1.0,19.0,1035.0,1697.0,17.0,15372.0,559.0,0.0,0.0,0.0,72606,69
69,0.0,1.0,15.0,985.0,1612.0,16.0,15508.0,563.0,0.0,0.0,0.0,72753,70
70,0.0,1.0,13.0,941.0,1539.0,11.0,15625.0,570.0,0.0,0.0,0.0,72881,71
71,0.0,1.0,12.0,890.0,1456.0,11.0,15758.0,572.0,0.0,0.0,0.0,73019,72
72,0.0,1.0,10.0,825.0,1384.0,11.0,15893.0,576.0,0.0,0.0,0.0,73164,73
73,0.0,1.0,7.0,772.0,1311.0,14.0,16018.0,577.0,0.0,0.0,0.0,73297,74
74,0.0,1.0,7.0,725.0,1235.0,16.0,16136.0,580.0,0.0,0.0,0.0,73423,75
75,0.0,1.0,5.0,683.0,1169.0,17.0,16242.0,583.0,0.0,0.0,0.0,73538,76
76,0.0,1.0,4.0,634.0,1108.0,18.0,16349.0,586.0,0.0,0.0,0.0,73653,77
77,0.0,1.0,3.0,595.0,1052.0,14.0,16445.0,590.0,0.0,0.0,0.0,73754,78
78,0.0,1.0,2.0,557.0,992.0,12.0,16543.0,593.0,0.0,0.0,0.0,73857,79
79,0.0,1.0,2.0,529.0,931.0,11.0,16628.0,598.0,0.0,0.0,0.0,73951,80
80,0.0,1.0,1.0,495.0,873.0,8.0,16721.0,601.0,0.0,0.0,0.0,74048,81
81,0.0,1.0,0.0,460.0,825.0,8.0,16803.0,603.0,0.0,0.0,0.0,74135,82
82,0.0,1.0,0.0,442.0,779.0,6.0,16866.0,606.0,0.0,0.0,0.0,74202,83
83,0.0,1.0,0.0,424.0,735.0,7.0,16924.0,609.0,0.0,0.0,0.0,74267,84
84,0.0,1.0,0.0,398.0,685.0,6.0,16999.0,611.0,0.0,0.0,0.0,74347,85
85,0.0,1.0,0.0,388.0,657.0,6.0,17036.0,612.0,0.0,0.0,0.0,74386,86
86,0.0,1.0,0.0,370.0,614.0,7.0,17096.0,612.0,0.0,0.0,0.0,74447,87
87,0.0,1.0,0.0,344.0,592.0,8.0,17141.0,614.0,0.0,0.0,0.0,74497,88
88,0.0,1.0,0.0,324.0,563.0,8.0,17188.0,616.0,0.0,0.0,0.0,74548,89
89,0.0,1.0,0.0,306.0,526.0,6.0,17243.0,618.0,0.0,0.0,0.0,74605,90
90,0.0,1.0,0.0,290.0,508.0,5.0,17276.0,620.0,0.0,0.0,0.0,74641,91
91,0.0,1.0,0.0,277.0,469.0,2.0,17328.0,623.0,0.0,0.0,0.0,74696,92
92,0.0,1.0,0.0,260.0,451.0,2.0,17362.0,624.0,0.0,0.0,0.0,74732,93
93,0.0,1.0,0.0,247.0,424.0,5.0,17399.0,624.0,0.0,0.0,0.0,74772,94
94,0.0,1.0,0.0,229.0,398.0,4.0,17442.0,626.0,0.0,0.0,0.0,74818,95
95,0.0,1.0,0.0,216.0,382.0,5.0,17469.0,627.0,0.0,0.0,0.0,74848,96
96,0.0,1.0,0.0,207.0,355.0,3.0,17505.0,629.0,0.0,0.0,0.0,74886,97
97,0.0,0.0,1.0,193.0,343.0,0.0,17531.0,632.0,0.0,0.0,0.0,74916,98
98,0.0,0.0,1.0,183.0,326.0,1.0,17557.0,632.0,0.0,0.0,0.0,74943,99
99,0.0,0.0,1.0,166.0,305.0,2.0,17594.0,632.0,0.0,0.0,0.0,74981,100
100,0.0,0.0,1.0,159.0,284.0,2.0,17622.0,632.0,0.0,0.0,0.0,75009,101
101,0.0,0.0,1.0,151.0,267.0,3.0,17646.0,632.0,0.0,0.0,0.0,75034,102
102,0.0,0.0,1.0,143.0,258.0,3.0,17662.0,633.0,0.0,0.0,0.0,75052,103
103,0.0,0.0,1.0,138.0,245.0,4.0,17679.0,633.0,0.0,0.0,0.0,75070,104
104,0.0,0.0,0.0,130.0,233.0,3.0,17699.0,635.0,0.0,0.0,0.0,75094,105
105,0.0,0.0,0.0,119.0,220.0,2.0,17723.0,636.0,0.0,0.0,0.0,75119,106
106,0.0,0.0,0.0,110.0,203.0,2.0,17749.0,636.0,0.0,0.0,0.0,75145,107
107,0.0,0.0,0.0,105.0,193.0,2.0,17763.0,637.0,0.0,0.0,0.0,75161,108
108,0.0,0.0,0.0,99.0,184.0,2.0,17778.0,637.0,0.0,0.0,0.0,75176,109
109,0.0,0.0,0.0,92.0,174.0,1.0,17795.0,638.0,0.0,0.0,0.0,75194,110
110,0.0,0.0,0.0,84.0,162.0,3.0,17813.0,638.0,0.0,0.0,0.0,75214,111
111,0.0,0.0,0.0,75.0,153.0,3.0,17831.0,638.0,0.0,0.0,0.0,75232,112
112,0.0,0.0,0.0,68.0,144.0,1.0,17847.0,640.0,0.0,0.0,0.0,75250,113
113,0.0,0.0,0.0,63.0,137.0,1.0,17858.0,641.0,0.0,0.0,0.0,75263,114
114,0.0,0.0,0.0,57.0,126.0,0.0,17876.0,641.0,0.0,0.0,0.0,75281,115
115,0.0,0.0,0.0,55.0,117.0,0.0,17887.0,641.0,0.0,0.0,0.0,75292,116
116,0.0,0.0,0.0,52.0,108.0,1.0,17898.0,641.0,0.0,0.0,0.0,75304,117
117,0.0,0.0,0.0,51.0,104.0,1.0,17903.0,641.0,0.0,0.0,0.0,75309,118
118,0.0,0.0,0.0,51.0,100.0,1.0,17907.0,641.0,0.0,0.0,0.0,75313,119
119,0.0,0.0,0.0,50.0,99.0,1.0,17909.0,641.0,0.0,0.0,0.0,75315,120
120,0.0,0.0,0.0,46.0,89.0,1.0,17923.0,641.0,0.0,0.0,0.0,75329,121
121,0.0,0.0,0.0,45.0,86.0,1.0,17927.0,641.0,0.0,0.0,0.0,75333,122
122,0.0,0.0,0.0,43.0,79.0,1.0,17936.0,641.0,0.0,0.0,0.0,75342,123
123,0.0,0.0,0.0,40.0,77.0,1.0,17941.0,641.0,0.0,0.0,0.0,75347,124
124,0.0,0.0,0.0,40.0,73.0,0.0,17945.0,642.0,0.0,0.0,0.0,75352,125
125,0.0,0.0,0.0,37.0,68.0,0.0,17953.0,642.0,0.0,0.0,0.0,75360,126
126,0.0,0.0,0.0,37.0,62.0,0.0,17959.0,642.0,0.0,0.0,0.0,75366,127
127,0.0,0.0,0.0,36.0,60.0,0.0,17962.0,642.0,0.0,0.0,0.0,75369,128
128,0.0,0.0,0.0,35.0,58.0,0.0,17965.0,642.0,0.0,0.0,0.0,75372,129
129,0.0,0.0,0.0,32.0,52.0,0.0,17974.0,642.0,0.0,0.0,0.0,75381,130
