,Susceptible,Exposed,Infected_Presymptomatic,Infected_Symptomatic,Infected_Asymptomatic,Hospitalized,Recovered,Fatalities,Detected_Presymptomatic,Detected_Symptomatic,Detected_Asymptomatic,T_index,Time
0,18697.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1
1,18694.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2
2,18692.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3
3,18686.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4
4,18683.0,11.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23,5
5,18675.0,19.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31,6
6,18668.0,21.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45,7
7,18649.0,35.0,8.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,73,8
8,18628.0,49.0,13.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,104,9
9,18601.0,65.0,19.0,7.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,147,10
10,18549.0,105.0,26.0,8.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,216,11
11,18484.0,147.0,45.0,10.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,308,12
12,18388.0,210.0,70.0,12.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,447,13
13,18240.0,316.0,98.0,17.0,23.0,0.0,6.0,0.0,0.0,0.0,0.0,653,14
14,18055.0,413.0,169.0,22.0,33.0,0.0,8.0,0.0,0.0,0.0,0.0,945,15
15,17738.0,631.0,233.0,28.0,57.0,0.0,13.0,0.0,0.0,0.0,0.0,1401,16
16,17244.0,972.0,336.0,48.0,84.0,0.0,16.0,0.0,0.0,0.0,0.0,2101,17
17,16573.0,1395.0,497.0,80.0,132.0,1.0,22.0,0.0,0.0,0.0,0.0,3114,18
